full_name;age;height_cm;weight_kgs;positions;nationality;potential;value_euro;finishing;short_passing;dribbling;freekick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility
Paweł Kucharczyk;21;185.42;78.0;CB;Poland;63;220000.0;19;54;51;29;51;57;59;62;41
Braian Gabriel Álvarez;21;170.18;68.0;LM;Argentina;71;350000.0;40;60;59;48;58;58;76;71;77
Udanta Singh;22;154.94;74.8;RM,LM,ST;India;67;;64;51;57;50;42;63;82;71;74
Andrés Colorado;20;154.94;71.2;CDM;Colombia;71;300000.0;35;63;58;40;52;61;74;71;66
Mark Sifneos;22;193.04;77.1;ST;Netherlands;69;325000.0;62;50;54;27;34;57;53;53;53
Tennai Watson;22;152.4;73.0;RB;England;72;325000.0;30;59;57;30;51;60;69;70;71
Dominik Plechatý;19;182.88;74.8;CB,RB;Czech Republic;75;400000.0;23;54;40;27;51;50;63;66;59
Julio Alonso;20;170.18;62.1;LB,RB;Spain;70;280000.0;30;54;52;31;42;53;72;73;69
Jabor Issa;21;185.42;74.8;CDM,CB;Saudi Arabia;71;325000.0;44;60;45;35;55;59;50;52;54
Liam O'Neil;25;154.94;79.8;CDM,CM;England;61;210000.0;37;59;54;33;54;59;68;64;64
Luke Charman;21;185.42;83.0;ST;England;73;400000.0;60;53;55;32;32;54;63;64;50
Enrique Pina Caballero;22;165.1;62.1;LB;Spain;70;290000.0;27;35;55;31;23;60;68;67;55
David Alejandro Henríquez Mandiola;20;172.72;64.9;RW,ST;Chile;76;450000.0;65;64;66;36;58;63;72;73;68
Bruno André Cavaco Jordão;20;154.94;71.2;CM;Portugal;70;325000.0;52;65;68;41;61;67;56;55;66
Elliott Collier;24;193.04;82.1;RW,LW,CAM,CM;New Zealand;66;280000.0;53;63;58;37;49;67;63;66;57
Daniel O'Shaughnessy;24;190.5;79.8;CB;Finland;67;250000.0;21;53;29;24;40;48;48;52;47
Abdulelah Al Amri;22;185.42;73.0;CB;Saudi Arabia;70;290000.0;20;52;31;32;48;38;64;61;52
Yuki Soma;22;165.1;66.2;CF,CAM;Japan;66;290000.0;54;60;65;52;53;63;75;66;68
Bright Osayi-Samuel;21;175.26;72.1;LM,LW,RM;Nigeria;73;400000.0;53;58;63;35;45;59;87;90;71
Callum Guy;22;152.4;64.0;CM;England;71;350000.0;48;65;59;42;54;58;69;65;71
이은범 李根范;23;170.18;64.0;ST;Korea Republic;68;300000.0;58;54;61;34;34;63;75;84;66
Stephen Dawson;33;182.88;71.2;CM;Republic of Ireland;60;160000.0;33;60;56;43;58;59;47;38;51
Ahmad Al Ruhaili;24;187.96;88.0;GK;Saudi Arabia;68;230000.0;14;25;19;12;23;16;43;43;35
太田 吉彰;35;175.26;72.1;RM;Japan;60;90000.0;52;64;61;39;61;62;34;48;61
Jonas Zickert;21;182.88;74.8;CDM,CM;Germany;72;325000.0;36;61;60;45;59;61;79;75;71
Vasil Kušej;18;167.64000000000001;64.9;CF,CAM;Czech Republic;78;425000.0;61;54;60;55;35;62;77;70;79
Daniel Andrés Lloreda Blandón;28;152.4;81.2;CAM,ST;Colombia;60;220000.0;61;49;65;33;44;62;84;83;72
Mihai Popescu;25;187.96;82.1;CB;Romania;65;230000.0;15;46;40;25;36;45;60;56;48
Dominik Wanner;19;152.4;71.2;LM,LB,LW;Germany;77;450000.0;59;61;66;44;42;68;68;67;69
Stephane Omeonga;22;152.4;72.1;CM,CDM;Belgium;67;290000.0;29;65;63;40;61;65;65;54;68
Mohammed Al Wakid;26;182.88;82.1;GK;Saudi Arabia;61;170000.0;14;28;18;20;41;22;41;43;38
Kacper Michalski;19;187.96;77.1;RB;Poland;70;260000.0;27;53;58;29;49;59;69;65;69
Ibrahim Fahad Al Shuayl;24;167.64000000000001;73.0;LB;Saudi Arabia;67;240000.0;25;61;57;61;57;57;71;70;68
Kevin Sessa;18;175.26;69.9;CM,RM,RB;Germany;80;400000.0;44;67;69;42;56;64;75;68;76
黒木 聖仁;29;154.94;72.1;CM,CDM;Japan;60;210000.0;52;61;54;39;58;58;64;61;52
André Södlund;22;185.42;76.2;RM,CM;Norway;68;300000.0;58;63;64;34;52;61;64;68;63
유승민 俞圣民;20;154.94;69.9;LW;Korea Republic;65;270000.0;55;57;60;41;51;58;76;77;73
William Kurtovic;22;190.5;84.8;CM,CDM;Sweden;70;325000.0;53;59;64;52;56;62;60;65;65
David Ochieng;26;187.96;88.9;CB;Kenya;63;220000.0;33;53;48;31;56;51;73;69;50
Liam O'Brien;27;187.96;78.9;GK;England;62;170000.0;13;34;20;12;23;23;45;51;53
Carlos Alonso Enrique Palacios Núñez;18;167.64000000000001;67.1;CAM,ST;Chile;74;400000.0;51;59;59;52;54;58;71;72;67
Maarten Paes;20;190.5;82.1;GK;Netherlands;71;280000.0;10;20;10;10;23;16;22;30;34
Ben Warland;22;185.42;82.1;CB;Australia;69;280000.0;22;39;38;26;22;53;48;59;57
Kalidou Sidibé;20;200.66;78.0;CDM,CM;France;70;280000.0;41;67;59;41;55;61;55;54;52
Cristian David Echavarría Vélez;21;165.1;64.0;LM;Colombia;74;450000.0;54;54;60;30;55;58;82;74;78
Noam Baumann;22;193.04;83.0;GK;Switzerland;68;230000.0;9;19;9;12;21;18;19;18;38
Vasilios Xenopoulos;20;185.42;83.9;GK;Greece;74;375000.0;10;24;10;14;29;11;25;33;45
Ben Wilson;26;185.42;73.9;GK;England;63;180000.0;19;25;19;14;22;20;40;40;32
Alessandro Tripaldelli;20;182.88;77.1;LB;Italy;76;400000.0;28;42;65;36;41;55;61;61;57
Kevin Rauhut;29;187.96;77.1;GK;Germany;61;170000.0;9;21;14;12;26;20;29;35;33
Michael Blauensteiner;24;182.88;78.0;RB,CB;Austria;66;240000.0;41;56;58;41;50;56;66;68;62
Hidajet Hankić;24;187.96;82.1;GK;Austria;65;200000.0;5;25;13;11;23;19;31;32;34
Juan David Díaz;21;154.94;69.9;LM,CM;Colombia;71;350000.0;48;58;63;58;50;58;69;73;78
Nikola Mirkovic;27;193.04;83.0;GK;Serbia;62;170000.0;10;28;13;17;31;17;28;32;29
Mohamed Youssouf;30;167.64000000000001;64.0;LM,RM;Comoros;60;200000.0;38;64;60;65;52;55;63;72;78
Ishmael Baidoo;20;170.18;64.9;RM;Ghana;74;450000.0;53;55;62;36;47;63;82;80;80
José Guadalupe Hernández;19;172.72;68.9;LM;Mexico;73;400000.0;48;64;59;54;63;60;74;75;57
Rafael Henrique Zuchi;24;187.96;78.0;CB;Brazil;66;240000.0;18;49;36;20;33;49;55;60;45
Anthony Gordon;18;182.88;69.9;CAM,LM,LW;England;83;450000.0;62;57;63;59;42;61;77;72;61
Narayan Das;25;175.26;68.0;LB;India;65;;23;39;52;30;29;48;76;73;79
Tando Velaphi;31;185.42;74.8;GK;Australia;60;130000.0;12;33;11;12;22;15;53;53;56
Danilo Quaranta;21;190.5;81.2;CB,LB;Italy;69;280000.0;25;40;40;36;38;40;61;62;52
Ryan Telfer;25;154.94;82.1;LM,LB;Canada;65;280000.0;49;56;59;32;50;57;81;80;69
Daniel Kerschbaumer;29;172.72;69.9;RB,RM;Austria;60;160000.0;40;55;62;36;53;61;72;67;70
Nikola Petric;27;193.04;83.0;GK;Serbia;64;180000.0;12;24;13;14;15;12;21;27;36
Wojciech  Hajda;18;182.88;74.8;CDM,CM;Poland;74;375000.0;36;57;60;31;55;57;64;64;75
Charbel Georges;25;175.26;64.0;LM,RM,ST;Sweden;63;260000.0;58;57;69;36;40;62;77;72;74
Valentin Vanbaleghem;22;185.42;82.1;CDM,CM;France;68;270000.0;33;65;55;39;57;60;57;60;52
Andrés Felipe Balanta Cifuentes;19;152.4;72.1;CDM;Colombia;80;375000.0;38;64;49;39;53;57;67;63;59
Liam Donnelly;23;182.88;76.2;RB,CB;Northern Ireland;71;300000.0;30;61;56;36;46;52;64;60;61
Jake Gray;23;154.94;69.9;CM,RM;England;65;270000.0;57;63;62;38;60;63;77;73;86
José Antonio Salcedo Sánchez;28;185.42;79.8;GK;Spain;62;170000.0;10;38;14;13;34;30;61;59;60
Christoph Baumgartner;19;152.4;68.0;CAM;Austria;78;425000.0;40;70;60;52;65;64;54;55;67
Aaron Opoku;19;185.42;71.2;CAM,CM,LM;Germany;79;450000.0;56;63;64;36;53;61;68;67;71
Jesse Schuurman;20;182.88;69.9;CM,CDM;Netherlands;70;325000.0;52;64;60;43;61;64;68;66;62
Bobby Adekanye;20;170.18;62.1;RW,LW;Netherlands;78;450000.0;58;56;64;44;46;64;75;73;68
Hallam Hope;24;152.4;76.2;ST,LM;England;65;280000.0;62;53;49;61;37;53;73;75;58
Erik Majetschak;19;185.42;73.0;CM;Germany;76;425000.0;56;70;55;50;64;61;61;55;64
Konstantinos Balogiannis;20;152.4;71.2;CDM,CM;Greece;76;400000.0;32;64;55;55;65;57;70;69;63
Jonathan Carlos Herrera;27;175.26;74.8;ST,RW,LW;Argentina;61;250000.0;66;45;57;58;37;64;60;64;61
田川 亨介;20;154.94;69.9;ST,CAM;Japan;70;325000.0;66;58;55;31;48;60;79;84;75
Lukas Wedl;23;185.42;73.9;GK;Austria;68;230000.0;9;37;14;20;30;30;46;44;30
Louis Yamaguchi;20;185.42;73.0;GK;Japan;70;260000.0;6;29;11;12;27;17;20;26;33
Javier Pérez Mateo;23;182.88;73.9;CM,CDM;Spain;68;300000.0;56;61;55;37;56;58;52;60;45
Riccardo Doratiotto;19;152.4;69.9;CF,LW;Italy;75;450000.0;57;57;75;48;47;63;65;68;54
Francisco Leonardo;22;175.26;73.9;LM;Argentina;72;375000.0;49;61;63;60;55;55;80;72;70
Mikael Ndjoli;20;182.88;64.0;ST;England;75;450000.0;57;52;57;41;41;61;71;72;63
Jonny Smith;21;152.4;64.0;RM,LM;England;74;450000.0;56;53;61;60;56;60;87;82;77
Leandro Barreiro Martins;19;175.26;64.9;CM,CAM;Luxembourg;77;425000.0;49;63;72;46;55;70;79;69;90
Brandon Cooper;19;185.42;73.9;CB;Wales;80;375000.0;29;41;29;28;30;35;55;49;45
蜂須賀 孝治;28;154.94;74.8;RM,RB,LM;Japan;60;220000.0;29;57;58;26;45;63;68;75;63
Dawood Al Saeed;27;154.94;86.2;GK;Saudi Arabia;61;160000.0;16;23;19;20;21;16;44;45;37
Sami Kassar;28;170.18;59.9;LB,LM;Saudi Arabia;60;160000.0;38;55;58;48;48;53;76;74;66
Maciej Pałaszewski;20;175.26;66.2;CDM,CM;Poland;71;325000.0;44;63;57;37;59;61;66;68;79
Kevin Cannavò;19;154.94;72.1;ST,LW;Italy;80;425000.0;59;48;52;47;43;54;78;77;71
Sargon Abraham;28;152.4;73.9;RW,ST;Sweden;60;220000.0;59;57;66;54;54;64;62;63;57
Jamie Devitt;28;152.4;66.2;CAM,CM;Republic of Ireland;61;260000.0;57;60;65;67;58;54;78;72;87
Sidney Friede;20;182.88;83.0;CM,CB;Germany;72;425000.0;54;63;59;41;58;64;65;64;64
Connor McLennan;19;182.88;68.9;RM,LM,ST;Scotland;79;525000.0;52;57;65;32;48;63;70;73;60
Conor McGrandles;23;185.42;64.0;CM,CDM,RWB;Scotland;70;375000.0;57;60;64;39;63;63;71;68;73
Daniel Mantilla;22;172.72;69.9;RM;Colombia;69;375000.0;47;62;63;33;54;63;66;65;65
Stephen Warmolts;24;175.26;68.9;CB;Netherlands;66;290000.0;22;59;46;28;48;53;65;55;54
José Aguilera;19;167.64000000000001;62.1;LW,LM;Chile;77;525000.0;56;61;65;37;58;63;71;70;73
Tadeusz Socha;31;182.88;69.9;RB;Poland;61;180000.0;44;59;56;51;55;63;62;79;67
Clément Vidal;18;185.42;74.8;CB;France;77;475000.0;26;33;33;27;28;35;55;53;44
Ibrahim Diarra;20;172.72;67.1;RW,LW;France;75;550000.0;58;51;71;42;49;62;79;78;77
Emanuel Aiwu;18;182.88;77.1;CB,RB;Austria;75;450000.0;38;58;57;31;46;42;67;64;69
Amar Ćatić;20;152.4;78.0;RW;Bosnia Herzegovina;75;550000.0;55;57;61;50;53;57;88;85;72
Sergi Álamo Bautista;21;190.5;79.8;LB;Spain;74;425000.0;35;53;62;42;42;59;58;60;66
Din Sula;21;182.88;74.8;ST;Belgium;71;425000.0;62;60;61;47;40;63;68;66;63
Budimir Janošević;29;190.5;86.2;GK;Serbia;63;210000.0;7;21;12;13;25;16;25;21;23
Roberto Francisco Romero Fernández;20;170.18;66.2;CM,CAM;Chile;74;475000.0;47;60;71;35;63;62;69;74;75
José Daniel Quiñónes Olave;25;182.88;77.1;RB,RWB;Colombia;66;280000.0;29;55;47;30;43;48;69;74;66
Aaron Amadi-Holloway;26;187.96;83.0;ST;Wales;64;325000.0;58;58;59;45;52;64;69;70;69
Marc Bola;21;185.42;78.0;LB;England;71;350000.0;30;57;58;26;46;60;70;74;62
William Boyle;23;190.5;83.9;CB;England;68;300000.0;25;44;28;27;34;48;59;53;37
Rory Watson;23;185.42;74.8;GK;England;69;280000.0;14;28;15;13;26;19;40;48;55
백동규 白栋圭;27;182.88;78.9;CB;Korea Republic;63;250000.0;38;53;45;23;54;43;46;60;43
中村 北斗;33;167.64000000000001;68.9;RB;Japan;61;140000.0;46;60;57;41;55;58;57;57;77
Moataz Tombakti;24;154.94;82.1;CDM;Saudi Arabia;68;300000.0;44;64;54;34;53;58;51;53;64
郷家 友太;19;182.88;73.9;CM,RM,LM;Japan;73;425000.0;49;65;61;40;57;63;65;71;63
Rasmus Nicolaisen;21;190.5;81.2;CB;Denmark;75;500000.0;41;57;42;32;50;58;61;65;52
Ki-Jana Hoever;17;182.88;67.1;RB,CB;Netherlands;85;500000.0;31;62;62;45;51;57;74;70;68
Connor Johnson;20;187.96;78.0;CB;England;74;425000.0;29;54;53;23;48;52;55;56;48
Connor Randall;23;154.94;76.2;RB,RWB;England;69;325000.0;44;66;64;32;65;61;67;64;49
Brandon Wilson;22;185.42;81.2;CM;Australia;70;375000.0;45;65;65;46;63;66;75;73;62
Nicola Sutter;23;182.88;73.0;CB,CM,CDM;Switzerland;69;325000.0;55;63;48;36;54;52;70;65;58
髙橋 祐治;25;187.96;78.0;CB;Japan;67;290000.0;31;55;37;20;49;49;59;66;46
Genaro  Rodríguez Serrano;20;182.88;71.2;CM,CB;Spain;71;400000.0;35;69;59;46;68;60;67;67;60
成源;25;182.88;73.0;ST;China PR;66;350000.0;63;52;55;48;53;58;76;64;78
Kyle Wootton;22;187.96;78.0;ST;England;67;350000.0;59;53;57;24;30;61;62;66;65
Billy Gilmour;17;172.72;68.0;CM,CAM;Scotland;84;550000.0;48;69;64;54;70;62;66;56;75
Adam May;21;182.88;73.0;CM,CAM;England;72;425000.0;57;62;55;32;60;58;71;73;67
Modou Lamin Jadama;24;185.42;79.8;CB;United States;67;290000.0;16;56;44;29;56;46;57;50;52
윤동민 尹东民;30;175.26;72.1;ST,CM;Korea Republic;61;250000.0;70;45;61;56;45;58;66;66;85
Jannik Borgmann;21;195.57999999999998;83.0;CB,LB;Germany;68;300000.0;23;48;32;25;42;42;54;54;58
Rayhaan Tulloch;18;152.4;59.9;ST;England;76;500000.0;62;53;50;34;41;63;66;66;58
Magnus Christensen;21;182.88;74.8;CM;Denmark;73;450000.0;44;65;54;44;62;61;63;65;66
関口 訓充;33;170.18;66.2;LM,RM;Japan;61;200000.0;49;56;65;62;50;66;78;80;74
郭皓;26;172.72;67.1;CDM,CM;China PR;66;280000.0;32;58;62;33;53;60;60;81;73
Mohammed Majrashi;27;154.94;72.1;ST,LM,CAM;Saudi Arabia;61;270000.0;58;56;64;23;43;63;69;65;65
Jacob Pepper;26;154.94;74.8;CB,CDM,RB;Australia;64;260000.0;52;51;44;38;56;50;66;42;68
Jean Jacques Idrissa Ndecky;22;175.26;72.1;RB,RM;Senegal;72;375000.0;34;57;60;35;43;58;76;72;75
斧泽 隼輝;20;165.1;62.1;LM;Japan;69;375000.0;45;60;54;38;61;57;86;78;80
Simon Banza;22;187.96;77.1;ST;France;70;400000.0;61;52;58;31;35;56;65;66;62
조수철 赵秀哲;28;154.94;68.9;CM,CDM;Korea Republic;61;260000.0;45;67;60;36;66;61;56;59;73
김보섭 金奉徐;21;182.88;73.0;ST,LW;Korea Republic;73;450000.0;61;53;56;34;30;57;76;77;75
Hadier Borja Aguilar;21;170.18;66.2;RB;Colombia;75;500000.0;51;49;58;38;38;56;80;76;74
Mauro Maidana;28;154.94;78.0;LB;Argentina;61;210000.0;28;52;49;36;32;58;75;72;65
Florian Lapis;25;182.88;78.0;LB;France;65;270000.0;48;57;57;34;53;52;88;89;71
Diego Rosales;20;170.18;66.2;RB;Mexico;73;400000.0;32;57;54;42;54;56;70;68;65
Fahd El Khoumisti;25;154.94;74.8;ST;France;63;325000.0;63;51;62;56;36;60;71;59;64
Florian Sittsam;24;185.42;76.2;CDM,CM;Austria;66;290000.0;32;58;55;35;50;59;69;64;45
Sebastián Benega;19;175.26;73.9;ST,LM;Argentina;77;550000.0;65;52;66;36;39;56;69;72;65
杉岡 大暉;20;182.88;74.8;LWB,LM,LB;Japan;72;375000.0;46;54;56;24;50;63;67;68;50
Mitchell Clark;19;172.72;68.0;RB,CB,LB;Wales;71;350000.0;22;58;56;32;49;57;73;70;63
Nahum Gómez Del Rosal;21;167.64000000000001;64.0;RW,CAM;Mexico;70;400000.0;66;61;62;36;56;65;71;63;73
Matt Butcher;21;187.96;83.0;CM,CDM,CB;England;73;450000.0;49;64;61;30;63;66;50;54;55
Álvaro Alfredo Alejandro Madrid Gaete;23;175.26;73.9;CM,CDM,RB;Chile;69;375000.0;29;64;61;36;61;64;72;70;70
Azar Karadas;37;187.96;88.0;ST,CB;Norway;61;90000.0;54;62;51;23;55;58;38;45;55
Abdulrahman Al Obud;23;175.26;69.9;ST,LM,RM;Saudi Arabia;69;375000.0;62;55;62;34;39;60;83;82;69
Alexandar Borkovic;19;182.88;73.9;CB;Austria;72;375000.0;31;59;38;28;51;49;59;54;60
Adrian Purzycki;21;152.4;69.9;CDM,CM;Poland;69;325000.0;45;63;59;43;59;60;68;68;63
Diego Felipe Andrés Orellana Medina;25;162.56;64.9;CM,CDM,RB;Chile;63;300000.0;39;65;59;38;63;65;68;69;68
Dougie Imrie;35;172.72;73.9;LM,RM,LWB,CM;Scotland;61;130000.0;54;57;60;57;47;59;69;63;85
Florian Escales;23;182.88;78.0;GK;France;69;280000.0;5;52;8;10;36;17;19;33;23
Scott Davies;32;182.88;69.9;GK;England;61;150000.0;20;52;13;12;50;25;26;25;22
Roger Ibañez Da Silva;20;185.42;79.8;CB;Brazil;75;500000.0;27;39;35;35;36;39;63;55;43
Shane Griffin;24;152.4;73.9;LB;Republic of Ireland;66;280000.0;32;62;63;58;58;62;66;74;75
Danny Kwasi Amankwaa;25;175.26;68.0;RM,LM;Denmark;64;325000.0;56;52;62;40;48;61;79;86;67
Ali Hassan Al Asmari;22;185.42;73.9;CM,CAM,CDM;Saudi Arabia;72;425000.0;51;64;61;53;59;65;69;67;62
Mats Knoester;20;190.5;83.9;CB,LB;Netherlands;74;425000.0;19;52;39;24;58;58;60;64;42
Curtis Good;25;187.96;84.8;CB;Australia;63;260000.0;31;58;37;26;53;55;51;48;57
Franco Vélez;22;187.96;84.8;GK;Argentina;72;350000.0;7;20;7;14;22;16;21;30;28
Mikkel Mena Qvist;25;203.2;93.9;LM,LB,ST;Denmark;64;325000.0;55;60;63;25;52;61;50;57;33
Aston Oxborough;20;185.42;76.2;GK;England;76;450000.0;10;29;14;14;30;24;46;47;39
Valentin Baume;22;185.42;77.1;GK;Belgium;70;300000.0;16;29;18;13;22;25;37;42;43
Colm Horgan;24;172.72;72.1;RB,CB;Republic of Ireland;67;290000.0;28;57;57;26;55;60;68;68;62
Sam Slocombe;30;182.88;74.8;GK;England;61;160000.0;14;37;11;11;39;17;44;32;56
Patryk Klimala;20;182.88;76.2;ST;Poland;73;450000.0;59;51;60;32;39;59;78;72;69
Shayon Harrison;21;182.88;68.0;ST,LM,RM;England;72;450000.0;62;51;61;27;41;59;75;73;73
Fahad Ayed Al Johani;27;175.26;67.1;RM,ST,CAM;Saudi Arabia;61;270000.0;66;54;61;53;39;58;77;76;66
Magnus Stamnestrø;26;152.4;68.9;CM,CAM;Norway;64;300000.0;56;66;62;43;63;66;67;70;60
Patryk Stępiński;24;152.4;62.1;LB;Poland;67;290000.0;32;53;63;33;49;61;76;70;74
Christoph Klarer;18;190.5;73.0;CB;Austria;77;475000.0;29;41;28;33;32;43;52;61;40
Alessandro Bordin;20;175.26;72.1;CM;Italy;72;425000.0;44;67;60;61;65;64;55;65;65
Rayan Al Mousa;24;152.4;67.1;CM;Saudi Arabia;68;350000.0;43;65;57;45;61;62;63;61;72
Alex Revell;35;190.5;78.0;ST;England;61;130000.0;63;52;43;35;23;50;52;58;46
Alessio Ezequiel Naim Ham;24;175.26;67.1;CM,CDM;Argentina;68;350000.0;54;66;64;53;64;63;69;72;66
Tobias Christensen;18;152.4;73.0;LW,CM,RW;Norway;80;525000.0;56;65;65;58;59;64;68;67;65
Adnan Kovačević;25;187.96;79.8;CB,CDM;Bosnia Herzegovina;67;290000.0;31;40;23;32;35;34;58;53;42
Diego Gustavo Ferraresso Scheda;26;170.18;64.9;RB,LB;Brazil;62;240000.0;21;61;67;38;54;58;71;56;71
Will Aimson;24;182.88;69.9;CB;Wales;67;290000.0;27;51;29;34;34;39;55;58;58
Alfie Whiteman;20;190.5;76.2;GK;England;75;450000.0;9;27;12;10;25;23;34;28;31
Efkan Bekiroglu;23;185.42;83.9;CAM;Germany;66;325000.0;60;61;65;49;54;61;65;68;70
Jordan Allen;23;152.4;72.1;LW,CAM,CM,RB;United States;69;375000.0;54;62;63;43;55;64;65;72;77
Iker Goujón Pozuelo;19;172.72;67.1;LM,RM;Spain;74;450000.0;55;68;61;52;62;65;64;67;60
Thore Jacobsen;21;182.88;76.2;LB,LM;Germany;70;325000.0;47;62;60;33;57;64;67;67;66
Janik Jesgarzewski;25;154.94;74.8;RB,CAM;Germany;66;280000.0;40;67;46;45;56;61;70;70;65
Gianluca Simeone;20;154.94;74.8;ST,CF;Argentina;76;550000.0;67;50;49;38;41;56;56;53;56
Kristján Flóki Finnbogason;24;190.5;84.8;ST;Iceland;68;350000.0;62;48;53;26;40;59;63;67;52
Koya Yuruki;23;182.88;69.9;LM,LW,CF;Japan;68;350000.0;49;56;66;43;51;60;81;79;54
Emin Nouri;33;154.94;74.8;RB;Azerbaijan;61;140000.0;36;56;54;35;57;57;72;75;70
Miles Robinson;21;187.96;83.9;CB;United States;71;350000.0;29;53;38;22;49;42;74;77;46
Adrià Arjona Marín;23;175.26;69.9;RM,CAM;Spain;67;350000.0;49;68;64;56;64;62;64;65;58
Matías Borquez;20;172.72;66.2;GK;Chile;71;300000.0;5;27;12;12;20;15;29;16;36
Matteo Cortesi;21;154.94;73.0;ST;Italy;70;400000.0;61;52;58;38;37;60;71;68;68
Lucio Compagnucci;23;175.26;73.0;CDM,CM;Argentina;70;325000.0;44;61;61;35;59;63;74;73;67
Facundo Nicolás Cambeses;21;185.42;78.0;GK;Argentina;75;450000.0;12;17;11;13;21;10;47;44;39
Sebastian Ohlsson;25;154.94;77.1;RW,RWB;Sweden;64;325000.0;60;60;67;34;52;66;68;67;59
Marcos Fernández Isla;22;193.04;76.2;CB;Spain;70;350000.0;32;44;24;44;29;37;61;60;43
Thomas De Bie;22;182.88;77.1;GK;Belgium;70;300000.0;20;28;19;21;20;26;40;43;34
Matty Willock;22;185.42;72.1;CM;England;70;375000.0;54;63;66;34;61;64;69;71;73
Jan Král;19;193.04;79.8;CB;Czech Republic;73;375000.0;24;39;38;32;35;43;62;65;53
Kevin Scheidhauer;27;190.5;84.8;ST;Germany;61;280000.0;60;48;55;30;46;53;64;72;60
Georgios Mygas;24;185.42;78.0;RB;Greece;65;270000.0;30;50;58;31;42;60;68;64;65
Jordan Lotomba;20;152.4;68.9;LB,RB;Switzerland;78;475000.0;44;60;59;34;46;61;75;78;72
島屋 八徳;30;167.64000000000001;64.9;CF,RW;Japan;61;250000.0;63;54;66;46;57;65;68;65;67
Etienne Amenyido;21;154.94;74.8;ST,RW,LW;Germany;72;450000.0;56;57;62;52;35;61;77;79;70
김태호 Tae Ho Kim;29;182.88;77.1;RB;Korea Republic;61;200000.0;26;46;48;34;24;55;61;71;72
Dennis Lippert;23;172.72;63.0;LB;Germany;70;325000.0;25;55;54;26;36;62;68;65;75
Tomasz Mokwa;26;154.94;77.1;RM,RB;Poland;62;300000.0;47;58;62;33;57;60;68;64;63
Cristian Calix;19;165.1;59.9;CAM,RM;Honduras;76;525000.0;45;79;60;49;74;66;54;63;52
Álvaro Barreal;18;172.72;66.2;RW,LW;Argentina;77;500000.0;55;54;69;45;45;65;78;75;76
马兴煜;29;154.94;77.1;CM,CDM;China PR;61;250000.0;34;62;55;38;56;58;67;61;57
张诚;29;154.94;72.1;RB;China PR;61;190000.0;24;58;48;30;60;59;67;65;71
Diego Fernando Moreno Quintero;23;154.94;74.8;CM,CDM;Colombia;68;350000.0;58;64;56;40;65;58;53;69;70
Scott Galloway;23;175.26;72.1;RB,LB;Australia;65;270000.0;35;56;62;22;46;58;76;75;71
Yusuf Lawal;20;172.72;77.1;RM;Nigeria;71;400000.0;61;56;75;37;43;62;80;75;78
Matvei Igonen;22;185.42;78.0;GK;Estonia;71;325000.0;10;28;14;12;21;12;27;31;30
Agustín Heredia;21;187.96;83.0;CB;Argentina;76;500000.0;29;45;28;31;32;42;52;53;39
Evans Mensah;21;165.1;62.1;RW,LW;Ghana;72;425000.0;56;48;64;32;44;61;81;78;85
Pablo Ramón Parra;17;185.42;76.2;CB;Spain;79;450000.0;34;53;44;38;47;53;50;53;46
Markus Kaasa;21;175.26;59.9;CM;Norway;74;475000.0;45;63;67;48;59;64;70;68;80
Rob Dickie;23;182.88;73.9;CB;England;69;325000.0;31;51;49;33;46;56;60;63;57
Liam Grimshaw;24;154.94;83.0;CM,RWB;England;66;325000.0;38;66;53;51;62;64;63;62;66
Marvin Egho;24;187.96;74.8;ST;Austria;65;325000.0;59;57;58;42;42;62;77;75;74
Robert Lynch Sanchez;21;198.12;84.8;GK;Spain;73;350000.0;14;30;13;14;21;22;45;41;31
Benjamin  Purkiss;34;185.42;69.9;RB,CB;England;61;70000.0;26;57;48;24;58;59;46;55;54
Ali Lajami;22;152.4;74.8;CB,CDM,RB;Saudi Arabia;72;375000.0;30;60;52;35;57;45;76;79;76
Tobias Mølgaard;22;182.88;73.0;RWB,RM;Denmark;69;325000.0;47;61;65;35;56;63;77;73;75
Amadou Diallo;24;152.4;77.1;ST,LM;Guinea;67;350000.0;61;60;63;51;52;62;68;69;61
Eric Verstappen;24;195.57999999999998;88.0;GK;Netherlands;68;260000.0;12;24;15;10;25;22;34;41;28
Ricardo Abraham Álvarez Casanova;20;175.26;68.9;LM,LB;Chile;79;550000.0;52;61;64;30;60;63;69;69;68
Lukáš Greššák;30;182.88;74.8;CDM;Slovakia;61;200000.0;30;62;47;38;60;52;58;59;56
Eric Johana Omondi;24;185.42;74.8;RW;Kenya;66;325000.0;59;60;62;35;58;60;88;85;58
Hasan Ayaroğlu;23;172.72;63.0;CAM,LM,RM;Turkey;70;400000.0;42;79;60;46;74;64;50;62;48
Jean-Christophe Koffi;21;175.26;78.9;CAM,CM;Ivory Coast;72;425000.0;59;57;65;32;53;63;77;75;82
Jizz Hornkamp;21;154.94;74.8;RB,ST;Netherlands;69;325000.0;64;55;52;33;50;57;67;75;58
Iván Marcelo Rozas Agüero;20;152.4;78.0;RW,RM;Chile;78;550000.0;60;67;67;34;64;65;65;73;58
Ben Nugent;25;195.57999999999998;83.0;CB;England;64;270000.0;30;45;22;22;46;38;43;45;49
